HGNC.ID,HGNCsymbol,Approved.name,Chromosome,Pubmed.IDs,OMIM.ID,UniProt.ID
HGNC:15209,OR52B4,olfactory receptor family 52 subfamily B member 4,11p15.4,,,Q8NGK2
HGNC:15210,OR52B5P,olfactory receptor family 52 subfamily B member 5 pseudogene,11p15.4,,,
HGNC:15211,OR52B6,olfactory receptor family 52 subfamily B member 6,11p15.4,,,Q8NGF0
HGNC:15212,OR52D1,olfactory receptor family 52 subfamily D member 1,11p15.4,,,Q9H346
HGNC:14766,OR52E1,olfactory receptor family 52 subfamily E member 1 (gene/pseudogene),11p15.4,,,Q8NGJ3
HGNC:14769,OR52E2,olfactory receptor family 52 subfamily E member 2,11p15.4,,,Q8NGJ4
HGNC:14793,OR52E3P,olfactory receptor family 52 subfamily E member 3 pseudogene,11p15.4,,,
HGNC:15213,OR52E4,olfactory receptor family 52 subfamily E member 4,11p15.4,,,Q8NGH9
HGNC:15214,OR52E5,olfactory receptor family 52 subfamily E member 5,11p15.4,,,Q8NH55
HGNC:15215,OR52E6,olfactory receptor family 52 subfamily E member 6,11p15.4,,,Q96RD3
HGNC:15216,OR52E7P,olfactory receptor family 52 subfamily E member 7 pseudogene,11p15.4,,,
HGNC:15217,OR52E8,olfactory receptor family 52 subfamily E member 8,11p15.4,,,Q6IFG1
HGNC:15218,OR52H1,olfactory receptor family 52 subfamily H member 1,11p15.4,,,Q8NGJ2
HGNC:15219,OR52H2P,olfactory receptor family 52 subfamily H member 2 pseudogene,11p15.4,,,
HGNC:15220,OR52I1,olfactory receptor family 52 subfamily I member 1,11p15.4,,,Q8NGK6
HGNC:15221,OR52I2,olfactory receptor family 52 subfamily I member 2,11p15.4,,,Q8NH67
HGNC:14760,OR52J1P,olfactory receptor family 52 subfamily J member 1 pseudogene,11p15.4,,,
HGNC:14797,OR52J2P,olfactory receptor family 52 subfamily J member 2 pseudogene,11p15.4,,,
HGNC:14799,OR52J3,olfactory receptor family 52 subfamily J member 3,11p15.4,,,Q8NH60
HGNC:19581,OR52J4P,"symbol withdrawn, see [HGNC:14797](/data/gene-symbol-report/#!/hgnc_id/HGNC:14797)",reserved,,,
HGNC:15222,OR52K1,olfactory receptor family 52 subfamily K member 1,11p15.4,,,Q8NGK4
HGNC:15223,OR52K2,olfactory receptor family 52 subfamily K member 2,11p15.4,,,Q8NGK3
HGNC:15224,OR52K3P,olfactory receptor family 52 subfamily K member 3 pseudogene,11p15.4,,,
HGNC:14785,OR52L1,olfactory receptor family 52 subfamily L member 1,11p15.4,,,Q8NGH7
HGNC:14788,OR52L2P,olfactory receptor family 52 subfamily L member 2 pseudogene,11p15.4,,,Q8NGH6
HGNC:15225,OR52M1,olfactory receptor family 52 subfamily M member 1,11p15.4,,,Q8NGK5
HGNC:15226,OR52M2P,olfactory receptor family 52 subfamily M member 2 pseudogene,11p15.4,,,
HGNC:15227,OR52M3P,"olfactory receptor, family 52, subfamily M, member 3 pseudogene",,,,
HGNC:19556,OR52M4,"symbol withdrawn, see [HGNC:15226](/data/gene-symbol-report/#!/hgnc_id/HGNC:15226)",reserved,,,
HGNC:14853,OR52N1,olfactory receptor family 52 subfamily N member 1,11p15.4,,,Q8NH53
HGNC:15228,OR52N2,olfactory receptor family 52 subfamily N member 2,11p15.4,,,Q8NGI0
HGNC:15229,OR52N3P,olfactory receptor family 52 subfamily N member 3 pseudogene,11p15.4,,,
HGNC:15230,OR52N4,olfactory receptor family 52 subfamily N member 4,11p15.4,,,Q8NGI2
HGNC:15231,OR52N5,olfactory receptor family 52 subfamily N member 5,11p15.4,,,Q8NH56
HGNC:15232,OR52P1P,olfactory receptor family 52 subfamily P member 1 pseudogene,11p15.4,,,Q8NH57
HGNC:15233,OR52P2P,olfactory receptor family 52 subfamily P member 2 pseudogene,11p15.4,,,
HGNC:15234,OR52Q1P,olfactory receptor family 52 subfamily Q member 1 pseudogene,11p15.4,,,
HGNC:15235,OR52R1,olfactory receptor family 52 subfamily R member 1,11p15.4,,,Q8NGF1
HGNC:14805,OR52S1P,olfactory receptor family 52 subfamily S member 1 pseudogene,11p15.4,,,
HGNC:15236,OR52T1P,olfactory receptor family 52 subfamily T member 1 pseudogene,11p15.4,,,
HGNC:15237,OR52U1P,olfactory receptor family 52 subfamily U member 1 pseudogene,11p15.4,,,
HGNC:15238,OR52V1P,olfactory receptor family 52 subfamily V member 1 pseudogene,11p15.4,,,
HGNC:15239,OR52W1,olfactory receptor family 52 subfamily W member 1,11p15.4,,,Q6IF63
HGNC:14790,OR52X1P,olfactory receptor family 52 subfamily X member 1 pseudogene,11p15.4,,,
HGNC:15240,OR52Y1P,olfactory receptor family 52 subfamily Y member 1 pseudogene,11p15.4,,,
HGNC:19547,OR52Y2P,"symbol withdrawn, see [HGNC:15240](/data/gene-symbol-report/#!/hgnc_id/HGNC:15240)",reserved,,,
HGNC:19596,OR52Z1,olfactory receptor family 52 subfamily Z member 1,11p15.4,,,P0C646
HGNC:15241,OR55B1P,olfactory receptor family 55 subfamily B member 1 pseudogene,11p15.4,,,
HGNC:19603,OR55B2P,"symbol withdrawn, see [HGNC:15241](/data/gene-symbol-report/#!/hgnc_id/HGNC:15241)",11p15.1,,,
HGNC:15242,OR55C1P,"symbol withdrawn, see [HGNC:15241](/data/gene-symbol-report/#!/hgnc_id/HGNC:15241)",11,,,
HGNC:14781,OR56A1,olfactory receptor family 56 subfamily A member 1,11p15.4,,,Q8NGH5
HGNC:14782,OR56A2P,"olfactory receptor, family 56, subfamily A, member 2 pseudogene, 11",,,,
HGNC:14786,OR56A3,olfactory receptor family 56 subfamily A member 3,11p15.4,,,Q8NH54
HGNC:14791,OR56A4,olfactory receptor family 56 subfamily A member 4,11p15.4,,,Q8NGH8
HGNC:14792,OR56A5,olfactory receptor family 56 subfamily A member 5,11p15.4,,,P0C7T3
HGNC:15243,OR56A6,"symbol withdrawn, see [HGNC:14786](/data/gene-symbol-report/#!/hgnc_id/HGNC:14786)",11,,,
HGNC:15244,OR56A7P,olfactory receptor family 56 subfamily A member 7 pseudogene,11p15.4,,,
HGNC:15245,OR56B1,olfactory receptor family 56 subfamily B member 1,11p15.4,,,Q8NGI3
HGNC:15246,OR56B2P,olfactory receptor family 56 subfamily B member 2 pseudogene,11p15.4,,,Q8NGI1
HGNC:15247,OR56B3P,olfactory receptor family 56 subfamily B member 3 pseudogene,11p15.4,,,
HGNC:15248,OR56B4,olfactory receptor family 56 subfamily B member 4,11p15.4,,,Q8NH76
HGNC:25896,ORAI1,ORAI calcium release-activated calcium modulator 1,12q24.31,16582901,610277,Q96D31
HGNC:21667,ORAI2,ORAI calcium release-activated calcium modulator 2,7q22.1,"16582901, 23890118",610929,Q96SN7
HGNC:28185,ORAI3,ORAI calcium release-activated calcium modulator 3,16p11.2,"16582901, 26956485, 26718630, 23890118",610930,Q9BRQ5
HGNC:39203,ORAOV1P1,oral cancer overexpressed 1 pseudogene 1,4q35.1,,,
HGNC:8487,ORC1,origin recognition complex subunit 1,1p32.3,8884289,601902,Q13415
HGNC:54921,ORC1P1,ORC1 pseudogene 1,Xp21.3,,,
HGNC:8488,ORC2,origin recognition complex subunit 2,2q33.1,8808289,601182,Q13416
HGNC:8489,ORC3,origin recognition complex subunit 3,6q15,"9829972, 10402192",604972,Q9UBD5
HGNC:8490,ORC4,origin recognition complex subunit 4,2q23.1,"9353276, 9691185",603056,O43929
HGNC:8491,ORC5,origin recognition complex subunit 5,7q22.1-q22.2,"9417919, 9829972",602331,O43913
HGNC:17151,ORC6,origin recognition complex subunit 6,16q11.2,10945994,607213,Q9Y5N6
HGNC:8492,ORCTL2,"symbol withdrawn, see [HGNC:10964](/data/gene-symbol-report/#!/hgnc_id/HGNC:10964)",,,,
HGNC:8493,ORCTL2S,"symbol withdrawn, see [HGNC:10965](/data/gene-symbol-report/#!/hgnc_id/HGNC:10965)",,,,
HGNC:8498,ORM1,orosomucoid 1,9q32,,138600,P02763
HGNC:8499,ORM2,orosomucoid 2,9q32,"4711474, 2970990",138610,P19652
HGNC:16036,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1,2q32.2,"12093374, 23066021",610073,Q9P0S3
HGNC:16037,ORMDL2,ORMDL sphingolipid biosynthesis regulator 2,12q13.2,"12093374, 23066021",610074,Q53FV1
HGNC:16038,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3,17q21.1,23066021,610075,Q8N138
HGNC:8500,ORNT1,"symbol withdrawn, see [HGNC:10985](/data/gene-symbol-report/#!/hgnc_id/HGNC:10985)",,,,
HGNC:8501,ORW1,"symbol withdrawn, see [HGNC:3349](/data/gene-symbol-report/#!/hgnc_id/HGNC:3349)",,,,
HGNC:8502,ORW2,"symbol withdrawn, see [HGNC:175](/data/gene-symbol-report/#!/hgnc_id/HGNC:175)",,,,
HGNC:16994,OS9,OS9 endoplasmic reticulum lectin,12q13.3-q14.1,"8634085, 9498564, 19346256, 18264092, 26721884",609677,Q13438
HGNC:8503,OSBP,oxysterol binding protein,11q12.1,,167040,P22059
HGNC:8504,OSBP2,oxysterol binding protein 2,22q12.2,"10591208, 11278871, 11802775",606729,Q969R2
HGNC:16398,OSBPL1A,oxysterol binding protein like 1A,18q11.2,"11279184, 10588946",606730,Q9BXW6
HGNC:16399,OSBPL1B,"symbol withdrawn, see [HGNC:16398](/data/gene-symbol-report/#!/hgnc_id/HGNC:16398)",,,,
HGNC:15761,OSBPL2,oxysterol binding protein like 2,20q13.33,"10588946, 11861666, 25077649",606731,Q9H1P3
HGNC:16370,OSBPL3,oxysterol binding protein like 3,7p15.3,9734811,606732,Q9H4L5
HGNC:16392,OSBPL5,oxysterol binding protein like 5,11p15.4,,606733,Q9H0X9
HGNC:16388,OSBPL6,oxysterol binding protein like 6,2q31.2,11483621,606734,Q9BZF3
HGNC:16387,OSBPL7,oxysterol binding protein like 7,17q21.32,"14593528, 11735225",606735,Q9BZF2
HGNC:16396,OSBPL8,oxysterol binding protein like 8,12q21.2,"1735225, 17991739",606736,Q9BZF1
HGNC:16386,OSBPL9,oxysterol binding protein like 9,1p32.3,,606737,Q96SU4
HGNC:48731,OSBPL9P1,oxysterol binding protein like 9 pseudogene 1,3p12.2,,,
HGNC:48732,OSBPL9P2,oxysterol binding protein like 9 pseudogene 2,11q14.3,,,
HGNC:48733,OSBPL9P3,oxysterol binding protein like 9 pseudogene 3,11q14.3,,,
HGNC:48734,OSBPL9P4,oxysterol binding protein like 9 pseudogene 4,12q14.3,,,
HGNC:48735,OSBPL9P5,oxysterol binding protein like 9 pseudogene 5,12q14.3,,,
HGNC:48736,OSBPL9P6,oxysterol binding protein like 9 pseudogene 6,7p14.3,,,
HGNC:16395,OSBPL10,oxysterol binding protein like 10,3p23,,606738,Q9BXB5
HGNC:40767,OSBPL10-AS1,OSBPL10 antisense RNA 1,3p23,,,
HGNC:16397,OSBPL11,oxysterol binding protein like 11,3q21.2,,606739,Q9BXB4
HGNC:29960,OSCAR,osteoclast associated Ig-like receptor,19q13.42,11805147,606862,Q8IYS5
HGNC:29971,OSCP1,organic solute carrier partner 1,1p34.3,"12819961, 16006562",608854,Q8WVF1
HGNC:16105,OSER1,oxidative stress responsive serine rich 1,20q13.12,"17148688, 27982722",,Q9NX31
HGNC:48585,OSER1-DT,OSER1 divergent transcript,20q13.12,,,
HGNC:18028,OSGEP,O-sialoglycoprotein endopeptidase,14q11.2,"12039036, 28272532, 17047052, 22912744",610107,Q9NPF4
HGNC:23075,OSGEPL1,O-sialoglycoprotein endopeptidase like 1,2q32.2,19578062,,Q9H4B0
HGNC:41009,OSGEPL1-AS1,OSGEPL1 antisense RNA 1,2q32.2,,,
HGNC:30093,OSGIN1,oxidative stress induced growth inhibitor 1,16q23.3,"11459809, 14570898",607975,Q9UJX0
HGNC:1355,OSGIN2,oxidative stress induced growth inhibitor family member 2,8q21.3,9933573,604598,Q9Y236
HGNC:8505,OSIL,"symbol withdrawn, see [HGNC:11280](/data/gene-symbol-report/#!/hgnc_id/HGNC:11280)",reserved,8650207,,
HGNC:8506,OSM,oncostatin M,22q12.2,1717982,165095,P13725
HGNC:8507,OSMR,oncostatin M receptor,5p13.1,8999038,601743,Q99650
HGNC:50296,OSMR-AS1,OSMR antisense RNA 1 (head to head),5p13.1,,,
HGNC:8111,OSR1,odd-skipped related transcription factor 1,2p24.1,"2120051, 12119563",608891,Q8TAX0
HGNC:15830,OSR2,odd-skipped related transciption factor 2,8q22.2,,611297,Q8N2R0
HGNC:8509,OSRC,"symbol withdrawn, see [HGNC:9884](/data/gene-symbol-report/#!/hgnc_id/HGNC:9884)",,,,
HGNC:32483,OST4,"oligosaccharyltransferase complex subunit 4, non-catalytic",2p23.3,"16317064, 23606741",618932,P0C6T2
HGNC:24448,OSTC,oligosaccharyltransferase complex non-catalytic subunit,4q25,15835887,,Q9NRP0
HGNC:30530,OSTCP1,oligosaccharyltransferase complex subunit pseudogene 1,6q25.3,12477932,,
HGNC:42864,OSTCP2,oligosaccharyltransferase complex subunit pseudogene 2,1p36.11,,,
HGNC:42865,OSTCP3,oligosaccharyltransferase complex subunit pseudogene 3,19q13.42,,,
HGNC:42866,OSTCP4,oligosaccharyltransferase complex subunit pseudogene 4,4q25,,,
HGNC:42867,OSTCP5,oligosaccharyltransferase complex subunit pseudogene 5,1p34.1,,,
HGNC:42868,OSTCP6,oligosaccharyltransferase complex subunit pseudogene 6,6p12.1,,,
HGNC:42870,OSTCP7,oligosaccharyltransferase complex subunit pseudogene 7,17q12,,,
HGNC:42869,OSTCP8,oligosaccharyltransferase complex subunit pseudogene 8,9p13.3,,,
HGNC:8510,OSTF1,osteoclast stimulating factor 1,9q21.13,10092216,610180,Q92882
HGNC:31439,OSTF1P1,osteoclast stimulating factor 1 pseudogene 1,12q24.21,,,
HGNC:21652,OSTM1,osteoclastogenesis associated transmembrane protein 1,6q21,"12627228, 21527911, 25359771",607649,Q86WC4
HGNC:43666,OSTM1-AS1,OSTM1 antisense RNA 1,6q21,,,
HGNC:29961,OSTN,osteocrin,3q28,14523025,610280,P61366
HGNC:41250,OSTN-AS1,OSTN antisense RNA 1,3q28,,,
HGNC:8511,OT,"symbol withdrawn, see [HGNC:8528](/data/gene-symbol-report/#!/hgnc_id/HGNC:8528)",,,,
HGNC:8512,OTC,ornithine carbamoyltransferase,Xp11.4,,300461,P00480
HGNC:8513,OTF3,"symbol withdrawn, see [HGNC:9221](/data/gene-symbol-report/#!/hgnc_id/HGNC:9221)",,,,
HGNC:14519,OTM,"symbol withdrawn, see [HGNC:8514](/data/gene-symbol-report/#!/hgnc_id/HGNC:8514)",,,,
HGNC:16378,OTOA,otoancorin,16p12.2,"11972037, 19088187",607038,Q7RTW8
HGNC:53869,OTOAP1,OTOA pseudogene 1,16p12.2,29552295,,
HGNC:8515,OTOF,otoferlin,2p23.3,"10192385, 18381613",603681,Q9HC10
HGNC:8516,OTOG,otogelin,11p15.1,"9405633, 10655058",604487,Q6ZRI0
HGNC:26901,OTOGL,otogelin like,12q21.31,23122586,614925,Q3ZCN5
HGNC:34071,OTOL1,otolin 1,3q26.1,"17544811, 15905077",,A6NHN0
HGNC:19656,OTOP1,otopetrin 1,4p16.3,12651873,607806,Q7RTM1
HGNC:19657,OTOP2,otopetrin 2,17q25.1,12651873,607827,Q7RTS6
HGNC:19658,OTOP3,otopetrin 3,17q25.1,12651873,607828,Q7RTS5
HGNC:8517,OTOR,otoraplin,20p12.1,10873378,606067,Q9NRC9
HGNC:22644,OTOS,otospiralin,2q37.3,12687421,607877,Q8NHW6
HGNC:8518,OTP,orthopedia homeobox,5q14.1,10458915,604529,Q5XKR4
HGNC:8519,OTSC1,otosclerosis 1,15q25-q26,9425236,,
HGNC:8520,OTSC2,otosclerosis 2,7q34-q36,"11170898, 20182450",,
HGNC:17831,OTSC3,otosclerosis 3,6p22.3-p21.2,12114476,,
HGNC:19981,OTSC4,otosclerosis 4,16q21-q23.2,16618911,,
HGNC:20238,OTSC5,otosclerosis 5,3q22.1-q24,15173231,,
HGNC:20375,OTSC6,otosclerosis 6,reserved,,,
HGNC:31084,OTSC7,otosclerosis 7,6q13-q16.1,17213839,,
HGNC:32939,OTSC8,otosclerosis 8,9p13.1-q21.11,18224337,,
HGNC:35457,OTSC9,otosclerosis 9,reserved,,,
HGNC:38512,OTSC10,otosclerosis 10,1q41-q44,21470211,,
HGNC:23077,OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1",11q13.1,"12704427, 19383985",608337,Q96FW1
HGNC:20351,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2",14q32.12,"12704427, 19996094",608338,Q96DC9
HGNC:27346,OTUD1,OTU deubiquitinase 1,10p12.2,23827681,612022,Q5VV17
HGNC:29038,OTUD3,OTU deubiquitinase 3,1p36.13,"9455484, 23827681",611758,Q5T2D3
HGNC:24949,OTUD4,OTU deubiquitinase 4,4q31.21,"1475186, 12727813, 19996094",611744,Q01804
HGNC:33912,OTUD4P1,OTUD4 pseudogene 1,12p13.32,,,
HGNC:25402,OTUD5,OTU deubiquitinase 5,Xp11.23,24143256,300713,Q96G74
HGNC:32312,OTUD6A,OTU deubiquitinase 6A,Xq13.1,23827681,300714,Q7L8S5
HGNC:24281,OTUD6B,OTU deubiquitinase 6B,8q21.3,27864334,612021,Q8N6M0
HGNC:50466,OTUD6B-AS1,OTUD6B antisense RNA 1 (head to head),8q21.3,31156645,,
HGNC:20718,OTUD7A,OTU deubiquitinase 7A,15q13.3,23827681,612024,Q8TE49
HGNC:16683,OTUD7B,OTU deubiquitinase 7B,1q21.2,"11463333, 23827681",611748,Q6GQQ9
HGNC:25118,OTULIN,OTU deubiquitinase with linear linkage specificity,5p15.2,"23708998, 23746843",615712,Q96BN8
HGNC:25629,OTULINL,OTU deubiquitinase with linear linkage specificity like,5p15.2,12477932,,Q9NUU6
HGNC:8521,OTX1,orthodenticle homeobox 1,2p15,7959790,600036,P32242
HGNC:8522,OTX2,orthodenticle homeobox 2,14q22.3,7959790,600037,P32243
HGNC:43906,OTX2-AS1,OTX2 antisense RNA 1 (head to head),14q22.3,15703187,,
HGNC:33281,OTX2P1,OTX2 pseudogene 1,9q21.13,,,
HGNC:54560,OTX2P2,OTX2 pseudogene 2,2q22.3,,,
HGNC:49422,OVAAL,ovarian adenocarcinoma amplified long non-coding RNA,1q25.3,24265805,,
HGNC:24203,OVCA2,OVCA2 serine hydrolase domain containing,17p13.3,"11979432, 8616839, 16368187, 14645503",607896,Q8WZ82
HGNC:23080,OVCH1,ovochymase 1,12p11.22,12838346,,Q7RTY7
HGNC:44484,OVCH1-AS1,OVCH1 antisense RNA 1,12p11.22,,,
HGNC:29970,OVCH2,ovochymase 2,11p15.4,12838346,618962,Q7RTZ1
HGNC:8523,OVD1A,"symbol withdrawn, see [HGNC:986](/data/gene-symbol-report/#!/hgnc_id/HGNC:986)",reserved,,,
HGNC:8524,OVGP1,oviductal glycoprotein 1,1p13.2,"7819450, 9341614",603578,Q12889
HGNC:8525,OVOL1,ovo like transcriptional repressor 1,11q13.1,9383297,602313,O14753
HGNC:49319,OVOL1-AS1,OVOL1 antisense RNA 1,11q13.1,,,
HGNC:15804,OVOL2,ovo like zinc finger 2,20p11.23,,616441,Q9BRP0
HGNC:14186,OVOL3,ovo like zinc finger 3,19q13.12,,616442,O00110
HGNC:8526,OXA1L,OXA1L mitochondrial inner membrane protein,14q11.2,"8586451, 19349278",601066,Q15070
HGNC:8527,OXCT1,3-oxoacid CoA-transferase 1,5p13.1,8751852,601424,P55809
HGNC:40423,OXCT1-AS1,OXCT1 antisense RNA 1,5p13.1,"30609030, 32341350",,
HGNC:18606,OXCT2,3-oxoacid CoA-transferase 2,1p34.2,"11214971, 11756565",610289,Q9BYC2
HGNC:21627,OXCT2P1,3-oxoacid CoA-transferase 2 pseudogene 1,1p34.3,,,
HGNC:24884,OXER1,oxoeicosanoid receptor 1,2p21,"12065583, 15001665",,Q8TDS5
HGNC:4531,OXGR1,oxoglutarate receptor 1,13q32.1,"15141213, 12098360",606922,Q96P68
HGNC:27901,OXLD1,oxidoreductase like domain containing 1,17q25.3,,,Q5BKU9
HGNC:25128,OXNAD1,oxidoreductase NAD binding domain containing 1,3p25.1-p24.3,26416425,,Q96HP4
HGNC:15822,OXR1,oxidation resistance 1,8q23.1,11114193,605609,Q8N573
HGNC:26063,OXSM,"3-oxoacyl-ACP synthase, mitochondrial",3p24.2,15668256,610324,Q9NWU1
HGNC:8508,OXSR1,oxidative stress responsive kinase 1,3p22.2,10083736,604046,O95747
HGNC:8528,OXT,oxytocin/neurophysin I prepropeptide,20p13,,167050,P01178
HGNC:8529,OXTR,oxytocin receptor,3p25.3,1313946,167055,P30559
HGNC:8530,P,"symbol withdrawn, see [HGNC:8101](/data/gene-symbol-report/#!/hgnc_id/HGNC:8101)",,,,
HGNC:8531,P1,"symbol withdrawn, see [HGNC:18149](/data/gene-symbol-report/#!/hgnc_id/HGNC:18149)",22q11.2-qter,,,
HGNC:8533,P2RX1,purinergic receptor P2X 1,17p13.2,8834001,600845,P51575
HGNC:15459,P2RX2,purinergic receptor P2X 2,12q24.33,"10570044, 7523952, 23345450",600844,Q9UBL9
HGNC:8534,P2RX3,purinergic receptor P2X 3,11q12.1,9221902,600843,P56373
HGNC:8535,P2RX4,purinergic receptor P2X 4,12q24.31,9016352,600846,Q99571
HGNC:8536,P2RX5,purinergic receptor P2X 5,17p13.2,9414125,602836,Q93086
HGNC:49191,P2RX5-TAX1BP3,P2RX5-TAX1BP3 readthrough (NMD candidate),17p13.2,,,
HGNC:8538,P2RX6,purinergic receptor P2X 6,22q11.21,"9242461, 10591208, 8786426",608077,O15547
HGNC:34076,P2RX6P,purinergic receptor P2X 6 pseudogene,22q11.21,,,
HGNC:8537,P2RX7,purinergic receptor P2X 7,12q24.31,"9038151, 9826911",602566,Q99572
HGNC:8539,P2RY1,purinergic receptor P2Y1,3q25.2,8579591,601167,P47900
HGNC:8541,P2RY2,purinergic receptor P2Y2,11q13.4,"8159738, 9286708",600041,P41231
HGNC:8542,P2RY4,pyrimidinergic receptor P2Y4,Xq13.1,8537336,300038,P51582
HGNC:8543,P2RY6,pyrimidinergic receptor P2Y6,11q13.4,8670200,602451,Q15077
HGNC:8544,P2RY7,"symbol withdrawn, see [HGNC:6713](/data/gene-symbol-report/#!/hgnc_id/HGNC:6713)",,,,
HGNC:15524,P2RY8,P2Y receptor family member 8,Xp22.33 and Yp11.3,11004484,300525,Q86VZ1
HGNC:19906,P2RY10,P2Y receptor family member 10,Xq21.1,"11004484, 9755289",300529,O00398
HGNC:32924,P2RY10BP,"P2Y receptor family member 10B, pseudogene",Xq21.1,,,
HGNC:19063,P2RY10P1,P2Y receptor family member 10 pseudogene 1,Xq21.1,,,
HGNC:8540,P2RY11,purinergic receptor P2Y11,19p13.2,9405388,602697,Q96G91
HGNC:18124,P2RY12,purinergic receptor P2Y12,3q25.1,"11502873, 11104774",600515,Q9H244
HGNC:4537,P2RY13,purinergic receptor P2Y13,3q25.1,"11273702, 11574155",606380,Q9BPV8
HGNC:16442,P2RY14,purinergic receptor P2Y14,3q25.1,,610116,Q15391
HGNC:19316,P3H1,prolyl 3-hydroxylase 1,1p34.2,10951563,610339,Q32P28
HGNC:19317,P3H2,prolyl 3-hydroxylase 2,3q28,"15063763, 21885030",610341,Q8IVL5
HGNC:40886,P3H2-AS1,P3H2 antisense RNA 1,3q28,,,
HGNC:19318,P3H3,prolyl 3-hydroxylase 3,12p13.31,15063763,610342,Q8IVL6
HGNC:16946,P3H4,prolyl 3-hydroxylase family member 4 (inactive),17q21.2,"8862517, 23959653, 28115524",617419,Q92791
HGNC:53451,P3R3URF,PIK3R3 upstream reading frame,1p34.1,,,A0A087WWA1
HGNC:54999,P3R3URF-PIK3R3,P3R3URF-PIK3R3 readthrough,1p34.1,,,
HGNC:8545,P4HA,"symbol withdrawn, see [HGNC:8546](/data/gene-symbol-report/#!/hgnc_id/HGNC:8546)",,,,
HGNC:8546,P4HA1,prolyl 4-hydroxylase subunit alpha 1,10q22.1,2556027,176710,P13674
HGNC:8547,P4HA2,prolyl 4-hydroxylase subunit alpha 2,5q31.1,"9211872, 9149945",600608,O15460
HGNC:43560,P4HA2-AS1,P4HA2 antisense RNA 1,5q31.1,,,
HGNC:30135,P4HA3,prolyl 4-hydroxylase subunit alpha 3,11q13.4,14500733,608987,Q7Z4N8
HGNC:53160,P4HA3-AS1,P4HA3 antisense RNA 1,11q13.4,28235564,,
HGNC:8548,P4HB,prolyl 4-hydroxylase subunit beta,17q25.3,8111381,176790,P07237
HGNC:28858,P4HTM,"prolyl 4-hydroxylase, transmembrane",3p21.31,"12163023, 17726031",614584,Q9NXG6
HGNC:8532,P200,p200 cell surface protein,11q,,,
HGNC:8550,PA2G4,proliferation-associated 2G4,12q13.2,9345902,602145,Q9UQ80
HGNC:8551,PA2G4P1,proliferation-associated 2G4 pseudogene 1,Xq24,9345902,,
HGNC:16531,PA2G4P2,proliferation-associated 2G4 pseudogene 2,20p12.1,9345902,,
HGNC:31731,PA2G4P3,proliferation-associated 2G4 pseudogene 3,18q11.2,9345902,,
HGNC:32217,PA2G4P4,proliferation-associated 2G4 pseudogene 4,3q25.31,9345902,,
HGNC:32218,PA2G4P5,proliferation-associated 2G4 pseudogene 5,6q21,9345902,,
HGNC:32219,PA2G4P6,proliferation-associated 2G4 pseudogene 6,9q22.2,9345902,,
HGNC:25687,PAAF1,proteasomal ATPase associated factor 1,11q13.4,"15831487, 17317272, 17289585",,Q9BRP4
HGNC:8552,PAB1,"symbol withdrawn, see [HGNC:8554](/data/gene-symbol-report/#!/hgnc_id/HGNC:8554)",,,,
HGNC:8553,PABP2,"symbol withdrawn, see [HGNC:8565](/data/gene-symbol-report/#!/hgnc_id/HGNC:8565)",,,,
HGNC:8554,PABPC1,poly(A) binding protein cytoplasmic 1,8q22.3,2885805,604679,P11940
